Request Time,Type,Room,Timeslot,Status,
278,BOOK,4,17:00-18:30,0,
279,CANCEL,1,14:00-15:30,0,
280,GET,,,0,"{('5', '11:00-12:30'), ('3', '14:00-15:30'), ('2', '12:30-14:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('5', '17:00-18:30'), ('3', '18:30-20:00'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('2', '08:00-09:30'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('2', '14:00-15:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
281,BOOK,3,12:30-14:00,-1,
282,CANCEL,4,08:00-09:30,-3,
283,BOOK,2,18:30-20:00,0,
284,BOOK,5,08:00-09:30,-1,
285,CANCEL,1,12:30-14:00,0,
286,BOOK,3,12:30-14:00,-1,
287,BOOK,2,14:00-15:30,-1,
288,CANCEL,2,12:30-14:00,0,
289,BOOK,3,14:00-15:30,-1,
290,GET,,,0,"{('5', '11:00-12:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('5', '17:00-18:30'), ('3', '18:30-20:00'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('2', '08:00-09:30'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('2', '14:00-15:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
291,CANCEL,5,14:00-15:30,-3,
292,BOOK,4,11:00-12:30,-1,
293,BOOK,5,15:30-17:00,0,
294,CANCEL,4,17:00-18:30,-2,
295,BOOK,1,12:30-14:00,0,
296,BOOK,5,17:00-18:30,-1,
297,CANCEL,2,14:00-15:30,0,
298,BOOK,1,08:00-09:30,0,
299,BOOK,1,08:00-09:30,-1,
300,GET,,,0,"{('5', '15:30-17:00'), ('5', '11:00-12:30'), ('1', '08:00-09:30'), ('3', '14:00-15:30'), ('2', '18:30-20:00'), ('2', '09:30-11:00'), ('2', '15:30-17:00'), ('2', '11:00-12:30'), ('4', '17:00-18:30'), ('5', '08:00-09:30'), ('5', '17:00-18:30'), ('3', '18:30-20:00'), ('3', '12:30-14:00'), ('3', '09:30-11:00'), ('1', '18:30-20:00'), ('1', '12:30-14:00'), ('2', '08:00-09:30'), ('1', '09:30-11:00'), ('2', '17:00-18:30'), ('1', '11:00-12:30'), ('4', '12:30-14:00'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '09:30-11:00'), ('4', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '08:00-09:30')}"
