Request Time,Type,Room,Timeslot,Status,
270,GET,,,0,"{('1', '15:30-17:00'), ('2', '11:00-12:30'), ('2', '08:00-09:30'), ('1', '14:00-15:30'), ('1', '18:30-20:00'), ('3', '09:30-11:00'), ('3', '15:30-17:00'), ('1', '11:00-12:30'), ('1', '08:00-09:30'), ('5', '12:30-14:00'), ('4', '12:30-14:00'), ('4', '09:30-11:00'), ('4', '15:30-17:00'), ('2', '17:00-18:30'), ('3', '18:30-20:00'), ('5', '14:00-15:30'), ('4', '14:00-15:30'), ('3', '11:00-12:30'), ('3', '08:00-09:30'), ('2', '15:30-17:00'), ('4', '18:30-20:00'), ('4', '08:00-09:30'), ('5', '08:00-09:30'), ('2', '14:00-15:30'), ('2', '18:30-20:00'), ('1', '09:30-11:00')}"
271,BOOK,3,09:30-11:00,-1,
272,BOOK,5,12:30-14:00,-1,
273,CANCEL,1,17:00-18:30,-3,
274,BOOK,4,15:30-17:00,-1,
275,BOOK,2,18:30-20:00,-1,
276,CANCEL,3,09:30-11:00,0,
277,BOOK,1,08:00-09:30,-1,
278,BOOK,4,14:00-15:30,-1,
279,CANCEL,1,12:30-14:00,-3,
280,GET,,,0,"{('1', '15:30-17:00'), ('2', '11:00-12:30'), ('2', '08:00-09:30'), ('1', '14:00-15:30'), ('1', '18:30-20:00'), ('3', '15:30-17:00'), ('1', '11:00-12:30'), ('1', '08:00-09:30'), ('5', '12:30-14:00'), ('4', '12:30-14:00'), ('4', '09:30-11:00'), ('4', '15:30-17:00'), ('2', '17:00-18:30'), ('3', '18:30-20:00'), ('5', '14:00-15:30'), ('4', '14:00-15:30'), ('3', '11:00-12:30'), ('3', '08:00-09:30'), ('2', '15:30-17:00'), ('4', '18:30-20:00'), ('4', '08:00-09:30'), ('5', '08:00-09:30'), ('2', '14:00-15:30'), ('2', '18:30-20:00'), ('1', '09:30-11:00')}"
281,BOOK,2,09:30-11:00,0,
282,CANCEL,5,17:00-18:30,-3,
283,BOOK,5,14:00-15:30,-1,
284,BOOK,1,11:00-12:30,-1,
285,CANCEL,4,17:00-18:30,-3,
286,BOOK,1,09:30-11:00,-1,
287,BOOK,4,09:30-11:00,-1,
288,CANCEL,1,17:00-18:30,-3,
289,BOOK,2,08:00-09:30,-1,
290,GET,,,0,"{('1', '15:30-17:00'), ('2', '11:00-12:30'), ('2', '08:00-09:30'), ('1', '14:00-15:30'), ('1', '18:30-20:00'), ('3', '15:30-17:00'), ('1', '11:00-12:30'), ('1', '08:00-09:30'), ('5', '12:30-14:00'), ('4', '12:30-14:00'), ('4', '09:30-11:00'), ('4', '15:30-17:00'), ('2', '17:00-18:30'), ('3', '18:30-20:00'), ('2', '09:30-11:00'), ('5', '14:00-15:30'), ('4', '14:00-15:30'), ('3', '11:00-12:30'), ('3', '08:00-09:30'), ('2', '15:30-17:00'), ('4', '18:30-20:00'), ('4', '08:00-09:30'), ('5', '08:00-09:30'), ('2', '14:00-15:30'), ('2', '18:30-20:00'), ('1', '09:30-11:00')}"
291,CANCEL,4,17:00-18:30,-3,
292,BOOK,4,08:00-09:30,-1,
293,BOOK,4,15:30-17:00,-1,
294,CANCEL,3,09:30-11:00,-3,
295,BOOK,3,09:30-11:00,0,
296,BOOK,1,15:30-17:00,-1,
297,CANCEL,1,15:30-17:00,0,
298,BOOK,3,11:00-12:30,-1,
299,BOOK,1,12:30-14:00,0,
300,GET,,,0,"{('2', '11:00-12:30'), ('2', '08:00-09:30'), ('1', '14:00-15:30'), ('1', '18:30-20:00'), ('3', '09:30-11:00'), ('3', '15:30-17:00'), ('1', '11:00-12:30'), ('1', '08:00-09:30'), ('5', '12:30-14:00'), ('4', '12:30-14:00'), ('4', '09:30-11:00'), ('4', '15:30-17:00'), ('2', '17:00-18:30'), ('3', '18:30-20:00'), ('2', '09:30-11:00'), ('5', '14:00-15:30'), ('4', '14:00-15:30'), ('3', '11:00-12:30'), ('3', '08:00-09:30'), ('2', '15:30-17:00'), ('4', '18:30-20:00'), ('4', '08:00-09:30'), ('5', '08:00-09:30'), ('2', '14:00-15:30'), ('2', '18:30-20:00'), ('1', '12:30-14:00'), ('1', '09:30-11:00')}"
