Request Time,Type,Room,Timeslot,Status,
270,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('1', '09:30-11:00'), ('3', '11:00-12:30'), ('5', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '15:30-17:00'), ('5', '14:00-15:30'), ('4', '11:00-12:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('1', '14:00-15:30')}"
271,BOOK,4,11:00-12:30,-1,
272,BOOK,1,09:30-11:00,-1,
273,CANCEL,3,11:00-12:30,0,
274,BOOK,3,09:30-11:00,-1,
275,BOOK,4,08:00-09:30,-1,
276,CANCEL,5,15:30-17:00,0,
277,BOOK,2,17:00-18:30,0,
278,BOOK,5,14:00-15:30,-1,
279,CANCEL,4,11:00-12:30,0,
280,GET,,,0,"{('4', '08:00-09:30'), ('3', '12:30-14:00'), ('1', '09:30-11:00'), ('5', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '14:00-15:30'), ('2', '17:00-18:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('2', '18:30-20:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('1', '14:00-15:30')}"
281,BOOK,3,15:30-17:00,-1,
282,CANCEL,2,18:30-20:00,0,
283,BOOK,1,11:00-12:30,-1,
284,BOOK,2,15:30-17:00,-1,
285,CANCEL,3,11:00-12:30,-3,
286,BOOK,4,15:30-17:00,-1,
287,BOOK,3,09:30-11:00,-1,
288,CANCEL,3,12:30-14:00,0,
289,BOOK,2,12:30-14:00,-1,
290,GET,,,0,"{('4', '08:00-09:30'), ('1', '09:30-11:00'), ('5', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '14:00-15:30'), ('2', '17:00-18:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('2', '11:00-12:30'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('1', '18:30-20:00'), ('2', '15:30-17:00'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('1', '14:00-15:30')}"
291,CANCEL,5,08:00-09:30,0,
292,BOOK,3,15:30-17:00,-1,
293,BOOK,5,08:00-09:30,0,
294,CANCEL,2,11:00-12:30,0,
295,BOOK,1,17:00-18:30,-1,
296,BOOK,4,14:00-15:30,-1,
297,CANCEL,2,15:30-17:00,0,
298,BOOK,5,09:30-11:00,-1,
299,BOOK,3,17:00-18:30,0,
300,GET,,,0,"{('4', '08:00-09:30'), ('1', '09:30-11:00'), ('5', '11:00-12:30'), ('5', '18:30-20:00'), ('3', '15:30-17:00'), ('5', '14:00-15:30'), ('2', '17:00-18:30'), ('1', '17:00-18:30'), ('2', '08:00-09:30'), ('4', '18:30-20:00'), ('4', '15:30-17:00'), ('4', '14:00-15:30'), ('5', '09:30-11:00'), ('3', '09:30-11:00'), ('2', '12:30-14:00'), ('1', '11:00-12:30'), ('4', '09:30-11:00'), ('1', '18:30-20:00'), ('3', '17:00-18:30'), ('1', '15:30-17:00'), ('5', '08:00-09:30'), ('3', '08:00-09:30'), ('2', '14:00-15:30'), ('1', '14:00-15:30')}"
